emotion_category,has_price,has_info_gap,content_length,photo_quality_score,structured_content_flag,caption_text,image_count,tags,restaurant_name,cuisine_type,restaurant_popularity,novelty_score,raw_price,post_datetime,follower_count,like_count,save_count,comment_count,link,price_avg,price_level,content_length_bucket,engagement_score,is_high_engagement,like_rate,save_rate,comment_rate,weekday,is_weekend,image_count_bucket,image_density
Hybrid,0,1,505,2,1,"每个来芝加哥旅行的人，必去餐馆打卡一定是芝加哥有名的米其林——紫🐷Purple Pig。刚好🈶来芝加哥玩的朋友，就带他们来吃了。 因为我们人比较多，所以当时是提前两周上网预订的桌子。至于能不能walk in，想去的宝可以打电话去问一下。 推荐几款我们吃完再点的几个餐。全个人感受，不同意的宝可以一起讨论一下。 1️⃣Roasted Bone Marrow 🌟🌟🌟🌟🌟🌟 这个烤骨髓我们点了两个，吃完觉得不够再点了一个。有人觉得会有点腻。但我觉得骨髓的油腻加上烤面包和他的配料-香草🌿和洋葱🧅，我觉得油而不腻，弄🉐整个面包格外的奶香。他们还配上推荐的海盐🧂，但我个人觉得咸度已经刚刚好，就没有加，重口味的宝宝推荐加上。 2️⃣Grilled Broccoli 🌟🌟🌟🌟🌟别笑我，我个人觉得他们的烤西兰花🥦值得我开一个给它开一个5🌟点评，再加一个图片我真的好喜欢😍 凤尾鱼油醋汁、大蒜再加上面包碎和西兰花一起烘烤，真的超好吃。不准反驳我 3️⃣Pork Ribs 🌟🌟🌟🌟 这猪🐷排骨是酸酸甜甜的口感，排骨被煮的很入味，骨肉分离，加上很奶香的奶油。就感觉两者很相配。但是没有超级惊艳的感觉，所以就只有4颗星，我们也没没有重复🔁点了 4️⃣Mushroom 3 Ways 🌟🌟🌟🌟 蘑菇🍄‍🟫三吃，说白了就是烤杏鲍菇+猪肉蘑菇汁+黑松露蘑菇泥。感觉就是中规中矩 地址： 444. N Michigan Ave Chicago, IL 60611 就在芝加哥Michigan大道上 营业时间 周日-周三: 11:00am-9:00pm 周四-周六: 11:00am-10:00pm",12,#大声安利本地美食 #会重复去的餐厅 #宝藏餐厅分享 #芝加哥生活 #芝加哥 #笔记灵感 #芝加哥美食 #探店 #周末去哪玩 #吃货薯看这里 @吃货薯,The Purple Pig,American,3,1,nan,2024-10-02,1838,151,158,3,芝加哥米其林必去｜The Purple Pig - 小红书,,,long,0.16974972796517954,False,0.08215451577801959,0.08596300326441784,0.001632208922742111,Wednesday,False,medium,0.023762376237623763
Hybrid,0,0,617,2,1,"好吃到生气！！！ 这家应该是我有生以来吃到过最好吃的泰餐了🥹 坐标芝加哥Eat Fine Design By Khun Kung 📍2062 N Damen Ave, Chicago, IL 60647 这家店一定一定要预定‼️给谷歌地图上这家店的电话号码发预定时间➕人数➕预定名字！ 店里只有五张桌子 人手也不够 我们晚上7点半定的餐厅 吃饭的两个小时内店里一直是满的！老板娘大概是因为想专注于菜品 所以不着急于翻桌率🥹 🍜P1 Fire Cup Noodle (Special Chef's Kee Mao Noodle) 很好吃的炒面！面可以选肉 我们选了猪肉 面里有三大根猪排骨🍖口味偏辣 但是很好吃的辣！本广东人还可以接受的程度🌶️可以算是本场最佳😋 🥭P4 Mango sticky rice 谁能拒绝芒果糯米饭！咸甜的糯米饭配上甜甜的芒果 是谁又幸福了我不说！这家店的芒果真的很甜 类似于国内小台芒的味道🥹 🌯P5 Duck Roll 吃第一口的时候真的幸福哭了🥹这就是北京烤鸭的味道！而且外层的皮还升级成了酥脆手抓饼的感觉！外面淋的酱就是甜面酱本酱啊🥹 🥘P6 Durian Massaman Curry 榴莲咖喱🍛听这个名字是不是感觉很黑暗！但是真心觉的不怪 而且很搭😋 是口味偏甜的香香咖喱 榴莲选的不是很甜的那种 锅底还有一大块鸡腿肉🍗 🥥🍹Fresh Coconut Juice (Whole Coconut) 还有就是我手里拿的椰子水！超级好喝 就是质量很好的椰子开出来的椰子水～香香甜甜的😋 我对这家店好感度upup不仅是因为菜好吃 更是因为这是一家很温馨的小饭店！店里装饰的很用心😍 我们比预定时间晚了半小时 我临时给老板娘发消息说能不能晚到 老板娘很耐心地告诉我们没关系🥹我们的桌子上还有手写的名牌 非常用心了🫰 吃饭的时候遇到邻桌过生日 墙上还贴了彩带 店员中途还唱着生日歌悄悄送出惊喜小蛋糕🍰 总体感觉像是来妈妈家里吃了一顿家常菜🥹",6,#芝加哥 #北美生活 #我的留学生活 #旅游 #探店 #美食 #泰国菜 #炒面 #芒果糯米饭 #咖喱 #你喜欢泰国菜吗？[PK]#,Eat Fine Design By Khun Kung,Thailand,2,1,nan,2024-04-08,51,148,170,8,我真的生气了…….. - 小红书,,,long,6.392156862745098,True,2.9019607843137254,3.3333333333333335,0.1568627450980392,Monday,False,small,0.009724473257698542
Hybrid,0,0,499,2,1,"在芝加哥上学期间总是在家点他们家+和朋友一起去这聚餐，味道很不错！无论是堂食还是外卖都吃了好多次啦，从不踩雷，价格不贵，量也足！🤤值得反复去吃的韩料！ 以下是多次测评的诚心推荐菜： 🔸【烤五花肉】 这个量巨大 寒冬必备！烤盘烤的有点焦香，配上泡菜和生菜，超级好吃，我每次都点 🔸【酱猪肘】 超大一份，凉菜比较爽口！肥瘦正好，我比较爱打包回家热一下，会更好吃 🔸【冷面】 面条非常劲道，味道偏甜口，很解腻！和各种烤肉，和泡菜非常配！btw他们家炸酱面味道也不错！ 🔸【海鲜/泡菜煎饼】 他们家有很多种煎饼，可以选双拼口味的！俩个都尝一下！海鲜味的更有嚼劲！泡菜味的饼皮更脆！ 🔸【嫩豆腐汤/部队锅】 这俩味道很像，都值得点，豆腐汤有三种味道，我都喝过，都很鲜！ 冬天适合和朋友来一份部队锅，量足料多，值得点！ 🔸【蛋包饭】 看似平平无奇，实则我每次必点！说不出来为什么好吃，但就是让平时不咋吃碳水的我，流连忘返🤤 🔸【猪脊骨汤】 骨头汤味道很好，肉啃起来很香，里面的粉条和配菜也很入味，一大锅吃起来非常满足 📍Han Mi Jeong 3335 S Halsted St, Chicago, IL 60608 😆 他们家还能叫外卖哦！冬天不想出门的时候或者晚上在家赶due都可以指望一下芝加哥饭团外卖 哈哈，很快就能吃上暖暖的韩料",12,#芝加哥美食 #美国必备app #芝加哥生活 #饭团11周年 #团仔带你吃喝玩乐 #海外美食攻略 #芝加哥旅游 #芝加哥探店 #芝加哥韩餐,Han Mi Jeong,Korean,1,1,nan,2025-10-23,3882,111,132,6,芝加哥美食｜毕业后也让我念念不忘的韩餐店 - 小红书,,,long,0.06414219474497682,False,0.0285935085007728,0.03400309119010819,0.0015455950540958269,Thursday,False,medium,0.02404809619238477
Hybrid,1,0,360,3,1,"芝加哥的小伙伴你们吃太好了吧… 这一份牛肉粉才21…还带了超大一块牛肋条，肋条真的很大！ 我没拿出来拍！炖的也不错比较脱骨，反正密歇根村里来的npy和我两个肉食星人表示超爱！ 老板娘说牛肉汤炖了30个小时，很香很鲜，对我来说有点咸的，但是我兑了点热水调到了适合自己口味的程度，npy觉得口味刚好 第一次端上来了之后应该是师傅忘记搅一下去油了…老板娘看到我我在那里不停的舀油，又让后面重新煮了一碗汤给我们 她真好 总体评价 4.4/5 （超过预期了！） 牛肉汤： 4.5/5 （超鲜美！） 牛肋条：5/5 （超大炒鸡香） 其他的牛肉片&丸子： 3.5/5 （一般，rare beef不太rare有点硬） 服务：5/5 老板人超好的 三明治：4/5 是好吃的，但是没有记忆点，我觉得可以少放一点bbq酱？npy觉得刚好 拌面：4/5好吃的，上面的炸虾很脆很香，但是不会专门来吃 价格：5/5 我觉得很值！吃到撑俩人才吃了四十多 店名：Pho lover 地址：823 E Algonquin Rd, Schaumburg, IL 60173 ",3,#芝加哥美食 #芝加哥 #越南粉,Pho lover,Vietnam,1,1,nan,2024-04-21,123,146,152,14,芝加哥北郊超好吃牛肉粉！！太顶了！！ - 小红书,,,medium,2.5365853658536586,True,1.1869918699186992,1.2357723577235773,0.11382113821138211,Sunday,True,small,0.008333333333333333
Hybrid,1,0,329,3,1,"芝加哥｜只要$48的午市omakase🍣
刚开门三周的📍Tamu 中午套餐48刀13道菜‼️ 比上次推荐的Jinsei Motto还值 芝加哥omakase卷疯了，我爱看 菜单在最后 ⌚️我是下午2点去的，店里氛围很好，鲤鱼旗装饰和河豚门帘都超可爱😍 13道菜：味增汤 海藻 寿司*8 手卷 玉子烧 冰淇凌 ✅印象最深的是saba，渍过之后配合切成薄片的昆布，鲜味拉满，完全不腥，非常惊艳 ✅熟成三文鱼，Sagoshi，扇贝，赤身和中腹 质量都很过关 ⚡️不过chef米做得不太稳定，有的太黏了 Kanpachi比较瘦，Madai有点干 我单点了金枪鱼大腹、海胆、鳗鱼，和不在菜单上的三文鱼籽（确实饿了 ✅大腹完全没有筋，入口即化，真的很值得 ✅鳗鱼用的是传统星鳗Anago而不是Unagi，口感松软清爽，很推荐 👉海胆不够甜，性价比还行 👉三文鱼籽，chef 拿酱油渍过，用来做海鲜饭的，给我做成寿司有点咸 整体来看性价比真的太高了 非常推荐来吃 ",7,#芝加哥 #芝加哥美食,Tamu,Japanese,1,1,nan,2024-06-21,8286,740,905,30,芝加哥｜只要$48的午市omakase🍣 - 小红书,,,medium,0.20214820178614532,False,0.08930726526671494,0.1092203717113203,0.003620564808110065,Friday,False,medium,0.02127659574468085
Hybrid,1,1,328,2,1,"直接甩店名，东南亚菜爱好者和重口味星人一定会喜欢! 🍜HaiSous Vietnamese Kitchen 📍 1800 S Carpenter St, Chicago, IL 60608 Google标注💲50-100，但实际上两个人每个人50就可以吃的比较撑了。 图1️⃣ Bun Cha Hanoi 💲38 猪肉河粉 非常喜欢这个粉，软硬适中，唯一的问题就是汤有点咸，不太适合直接喝，但是粉涮好之后配生菜一起吃味道刚刚好！ 图2️⃣ Ca Tim Nuong Mo Hanh 💲13 烧茄子🍆看到小红书有人说是国内烧烤的味道，但其实完全没有，不过也是一种很特别又美味的做法，非常值得一试！ 图3️⃣ Com Chien Cua 💲17 讲实话是好吃但没有特点的蟹肉炒饭…而且实际上并没有吃到很多蟹肉，不过饭和其他口味较重的菜搭配起来吃比较合适 图4️⃣ Canh Ga Chien 💲17 浓浓东南亚风味的鸡翅！第一次吃加鱼露做sauce的炸鸡翅。 🍷 Happy Hour 每周三到周日 4：00pm-5:30pm 🍚 Sunday Brunch 10am-12:00pm 📅 除此之外这家店也参加餐厅周活动，时间1月24-2月9日，可在官网查看餐厅周菜单～",4,#留学生干饭 #宝藏餐厅分享 #那些吃到的漂亮饭 #芝加哥 #芝加哥生活 #芝加哥探店 #芝加哥旅游 #芝加哥美食 #私藏小众餐厅 #会重复去的餐厅,HaiSous Vietnamese Kitchen, Vietnam,1,1,nan,2025-01-20,215,284,445,17,https://www.xiaohongshu.com/explore/678df543000000002100214a?app_platform=ios&app_version=9.20&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBZvTHKriTooISNuLJfBP3eL5Wsav7hTdO4LvUWGZ4Hxk=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOTpHPEFIOElDOjw1TDlHQTdKOj9P&apptime=1773111349&share_id=ca12281063bf4a05bec730faddd89f07,,,medium,3.469767441860465,True,1.3209302325581396,2.0697674418604652,0.07906976744186046,Monday,False,small,0.012195121951219513
Hybrid,1,1,555,3,1,当之无愧的芝加哥日料top！任何在芝的人没有吃过我都会伤心的ok？除了传统日料，momotaro还会提供一些融合菜，感觉米都这样 ❗️建议提前1-2周预约，所有预约桌都在2楼。2楼相较1楼更安静氛围更好，并且有一些限定餐品。一顿下来4个人275左右（没算小费），个人觉得很值。 🤤鸡肝烤面包Jidori Kimo （p2）：印象最深的前菜！地中海风味。烤面包加了很多黄油嘎嘎香脆，配上细腻的鸡肝酱和清甜的果酱，炫了好几块甚至加了一份面包 🤤寿司拼盘Chef‘s Sesonal Nigiri Selection （p3）：还得是寿司最好吃！不会选的姐妹可以无脑点这个，主厨推荐当季寿司，没一个不香。推荐：金枪鱼腩三文鱼腩和甜虾 😋烤章鱼Tako Su （p4）：很不戳的前菜，q弹章鱼腿子 🥸牛舌Guytan （p5）：只有2楼才有的烤串，肉品质非常好鲜嫩多汁，就是有亿点咸，建议少盐。最近去过的所有日料烤串都好咸，是大家阳康以后味觉还没回复吗？ 😋意面Spaghetti （p6）：我愿称之为日式热干面，很独特的味道。还蛮辣的建议不要在吃寿司之前食用 😋甜品（p7）：甜品的名字已经不记得了，靠前的一份是mochi cake，另一份是肉桂焦糖苹果蛋糕，都不踩雷。奶油是加了糖的不是纯纯奶香，不喜甜食的姐妹需要斟酌 🤩小惊喜（p8）：因为当天是我的生日，服务员姐姐给了我一份特别菜单上面印着happy birthday！还送了一个小泡芙作为惊喜（感觉比两份单点的甜品都好吃233 非常好的就餐体验，还会再次光顾！喜欢日料的姐妹赶紧冲！ ,8,#北美 #北美生活 #日料 #美食 #美食分享 #日料探店 #寿司 #芝加哥探店 #芝加哥美食 #芝加哥 #chicago #MOMOTARO #momotaro #桃太郎 #米其林 #米其林餐厅 #各位有没有觉得最近餐厅都好咸？,Momotaro,Japanese,2,1,nan,2023-01-09,88,492,653,16,https://www.xiaohongshu.com/explore/63bc910e000000002202ad86?app_platform=ios&app_version=9.20&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBKnWepgwyBHBhrm04Esh0-HScd4-oxpPJQ1nP07CQSDg=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOTpHPEFIOElDOjw1TDlHQTdKOj9P&apptime=1773111323&share_id=03930a7380d74e5f87ee1f13800edde7,,,long,13.193181818181818,True,5.590909090909091,7.420454545454546,0.18181818181818182,Monday,False,medium,0.014414414414414415
Hybrid,0,0,473,1,1,第一次吃饭的时候感觉自己嘴巴很忙 📍Sorry Mommy 📕点单攻略见p5 🍜干煸炒面🌟🌟🌟🌟🌟 - 超级有锅气 韭菜香+牛肉香+辣皮子香+面香 第一口直接惊艳 🍜木须肉面Musurou 🌟🌟🌟🌟 - 队友一眼相中“木须肉”我以为会很普通 但是木耳和鸡蛋都吸满了番茄和酱汁 嫩到在嘴里化开 🍰蜂蜜蛋糕🌟🌟🌟🌟🌟 - 太惊艳了 蜂蜜的焦香+软弹蛋糕胚的麦香+入口即化薄涂奶油 一点也不甜腻 反而吃起来有种在麦田里晒太阳的感觉🍯 🍖茄子牛肉大串Eggplant Lyu🌟🌟🌟🌟 - 茄子包裹牛肉丸 茄子被牛肉的汁水浸润像一层肠衣 牛肉一口爆汁💦一定要加上甜的皮牙子 🍲羊肉面片汤Mampar🌟🌟🌟✨ - 超浓羊肉番茄汤 小块羊肉加上哏啾的小面片 浑身暖起来很适合秋天！ 🥟牛肉蒸包Manty Beef🌟🌟🌟 - 满满牛肉馅+皮牙子香+嫩嫩的皮子 汁水香到不行 🥠牛肉烤包子Samsa Beef🌟 - 可以直接跳过了！ 🧋Jarma大麦发酵饮料 🌟🌟 - 有一种不甜大麦格瓦斯的感觉 发酵味道很浓 🍷干果茶🌟🌟✨ - 感觉是石榴梅子汁的味道 对我有点甜 加一丢丢水刚好 配蛋糕酸酸的感觉直接完美 🧑‍🍳和店员聊大厨是新疆人！并且在新疆掌勺20年 老板是某个斯坦的（是在没听清）店里都是中亚的客人 而且🕌清真认证 ⛰️一直很想去新疆 吃到这一口感觉真的有回国感觉 位置一般 味道就不一般! 离机场开车15min要是在附近真的值得来吃一下,5,#芝加哥 #芝加哥美食 #芝加哥生活 #芝加哥周边 #留学生探店 #芝加哥新疆菜 #芝加哥机场,Sorry Mommy ,Chinese,1,3,nan,2025-09-06,48,206,289,19,芝加哥｜一秒到新疆的餐厅🥘 - 小红书,,,long,10.708333333333334,True,4.291666666666667,6.020833333333333,0.3958333333333333,Saturday,True,small,0.010570824524312896
Hybrid,1,0,339,2,1,"店名：Claypot Seolleongtang 类型：韩餐 地址：3375 Milwaukee Ave Ste A-B, Northbrook, IL 60062 人均：$25 最近被这家韩式雪浓汤馆狠狠治愈了，简直是北郊天花板，随便点不踩雷。 🌟🌟🌟🌟🌟 Wang Galbitang 牛肋骨汤-牛肋骨炖到软烂脱骨，轻轻一吸就骨肉分离，肉质厚实却不柴，汤底奶白，鲜美浓郁，一口暖到心窝。强烈推荐！ 🌟🌟🌟🌟🌟 Woogeoji Wang Galbitang 辣牛肋骨汤-是上一道牛骨汤的热辣进阶版！适合喜欢吃辣的小伙伴。 🌟🌟🌟🌟🌟 Modeum Seolleongtang 综合雪浓汤-牛骨+牛腱+牛筋+面，不知道点什么选它就可以。汤乳白浓稠，纯靠骨头慢慢熬出来，非常鲜美！调味料可以自己加。 🌟🌟🌟🌟🌟 Black Goat Soup 黑山羊紫苏汤-这道汤真的太惊喜！黑山羊肉软烂鲜嫩，入口即化，加上紫苏叶、紫苏粉和葱花调味，香味扑鼻，一点也不腻，喝完以后全身都暖暖的。 这家很适合当工作日的晚餐，或者周末和朋友小聚，还有生腌虾，蒜香鸡杂，海螺沙拉等，准备下次去试试。 *周二不开门。 ",5,#韩餐 #好汤喝到爽 #芝加哥 #芝加哥生活 #芝加哥美食 #芝加哥探店 #探店 #全球吃喝小分队 #宝藏餐厅分享 #餐厅推荐 #芝加哥餐厅 #芝加哥韩餐 #雪浓汤,Claypot Seolleongtang,Korean,1,3,nan,2025-04-04,549,316,427,8,打卡芝加哥100家餐厅-28｜Claypot雪浓汤 - 小红书,,,medium,1.3679417122040072,True,0.575591985428051,0.7777777777777778,0.014571948998178506,Friday,False,small,0.014749262536873156
Hybrid,1,0,516,2,1,update：因为店面比较小烤鸭现在应该不做了🥲 饺子也非常好吃！（信我，我几乎不怎么喜欢吃外面做的饺子！他家真的不错，但我们先说烤鸭 首先这家店小小的，看店面的确不像是有烤鸭的样子要不是店门口画了个师傅提着烤鸭，我真的会疑惑！但是朋友们！这家小店完全惊喜到我了！中国人不骗中国人！（烤鸭因为是现做的，所以要提前1天预定） 🦆：48/半只，88/一只 鸭皮（就是沾白糖那一块）一定要趁热吃，香香脆脆，油脂充盈，咬下去酥脆过后就是油香润口。好吃好吃！ 鸭饼非常之薄，自制的烤鸭酱酱香十足，咸味和甜味平衡的很好，放多了也不会觉得腻！卷着刚出炉外层香酥，中间油脂香气四溢，内里肉质鲜嫩的鸭肉，一口下去，我的妈呀，真的香完了！觉得腻的话可以配点蒜泥在鸭卷上，一点点蒜香味让口感层次提升之外，还解腻！ 烤鸭套餐里还有鸭汤（没拍照，吃完food coma了）奶白的鸭汤看起来朴素，喝下去又暖又香！ 🥟12.99-14.99？没仔细看菜单，不一样的饺子和做法价格都不一样 我们吃了韭菜猪肉虾仁和酸菜猪肉的。韭菜的每一只都可以吃到整粒的虾仁！两种饺子应该都有在馅里打高汤，咬开的时候会明显爆汁！饺子皮也软硬适中，本北方人爱了🌹本来是专门来吃烤鸭的，饺子绝对属于意外惊喜！ 好吃爱吃，下次还吃！（店在Evanston，看最后一张图有信息 ,7,#芝加哥美食#芝加哥#烤鸭#芝加哥生活#西北大学#芝加哥留学 #evanston #chicago,Lao Tian Dumpling House,Chinese,2,3,"48,88,12.99,14.99",2025-01-20,171,710,883,75,芝加哥八年吃到最好吃的北京烤鸭！！实话！ - 小红书,40.995,medium,long,9.75438596491228,True,4.152046783625731,5.16374269005848,0.43859649122807015,Monday,False,medium,0.013565891472868217
Hybrid,1,1,310,1,1,越南版的海鲜大排档，在chinatown，离88超市2分钟，门口有停车场 我心目中的top 3 葱油烤蛏子 - 好鲜！ 椒盐蟹 - 蟹被炒的很酥脆，可以直接不吐壳，里面的洋葱和辣椒我都很想打包带走！market price，我们的一只是60刀，还可以做成金沙和葱姜口味 牛油蒜酱炒花螺，牛油好香，螺肉的熟度恰到好处，也有好多种别的口味 葱油烤贵妃蚌很划算，8.95一只可以一切二，图里就是半份的量。但感觉贵妃蚌有在练肌肉，肉有点紧实 火车头和越南辣牛汤粉，都份量大的够四个人吃，建议加1.5刀升级成fresh noodle，好希望可以单点里面的汤，不够喝 蒜蓉通菜有点老；猪肉串可点可不点；龙虾炒饭里面加的是龙虾钳肉，味道不错，但没什么特别；越南春卷普普通通 六个人，海鲜基本吃爽了，主食点多了，加小费人均也才50刀，饱饱 ,7,#生活美食探索 #海鲜 #带你去吃隐藏美食 #吃海鲜我们是认真的 #全球吃喝小分队 #芝加哥美食 #芝加哥必吃 #芝加哥生活 #芝加哥海鲜 #满足中国胃,Ocean Grill & Bar,Vietnam,2,1,50,2025-08-04,106,140,150,11,芝加哥越南菜| 大排档的快乐，海鲜吃到爽 - 小红书,50.0,medium,medium,2.839622641509434,True,1.320754716981132,1.4150943396226414,0.10377358490566038,Monday,False,medium,0.02258064516129032
Hybrid,0,1,463,2,1,麻布刚开业 朋友就拉我来吃了！之前加拿大有 先在芝加哥也有啦 ins story也是看到有朋友发说好吃！所以迫不及待来品尝！ 首先要声明这篇不是推广哦 是真实因为听朋友说好吃才去吃！然后自己也觉得好吃！看到有好几篇帖子说这家店不好吃要避雷 想要帮忙正名一下！所谓的服务态度不好也是空穴来风！我们只是作为很普通的食客进入的！经理和店员的服务态度都很到位！ 我觉得好吃的菜： 👉🏻台式麻辣锅 虽然并不是很辣 但是味道很好～分量也不小，足够我们三个女生吃了，网上所说的锅里只有一根米肠是不存在的 👉🏻芝士黑松露鸡扒焗饭 黑松露脑袋真的超爱！很好吃！ 👉🏻朋友的推荐：牛排+鸡排的combo 说是完全还原国内冰室！ 👉🏻黑松露蘑菇汤 这个真的很香浓很好喝！ 👉🏻夜市盐酥鸡 和国内盐酥鸡味道一模一样！ 👉🏻铁板黑椒起司蒜香牛肉饭 👉🏻招牌麻辣椒麻面 以上两道主菜味道都不错～ 👉🏻宇治抹茶红豆金砖蜜糖吐司 个人认为也是和国内水平差不多的一道甜品 在美国很难吃到！然后个人主观觉得鸡排确实做的一般～不过朋友说好吃！但是菜单上真的有很多想吃的菜，马上准备再去吃了！总的来说还是挺值得打卡的！我们去的那天也没有排队 体验感很好～,10,#芝加哥唐人街麻布 #芝加哥美食 #芝加哥生活#美国西北大学 #西北大学 #芝加哥大学,Mabu Generation,Chinese,2,2,nan,2025-05-11,10000,148,125,12,芝加哥终于不是美食荒漠！麻布冰室开业啦～ - 小红书,,,long,0.0285,False,0.0148,0.0125,0.0012,Sunday,True,medium,0.02159827213822894
Hybrid,0,0,482,3,1,"🦆巷子特色冒烤鸭 巨大一份，感觉是脆皮烤鸭+一整份毛血旺的结合！里面配菜和烤鸭量给的都很足，还捞到了一条脆皮小鸭腿！果然冒菜可以冒万物！不过这家还是挺辣的🥵不能吃辣的一定要少辣 🐟麻麻藤椒脆鲩鱼 在藤椒牛肉和这道菜中间纠结了好久，果然没选错！自从吃过脆鲩鱼之后就刷新了我对鱼类的认知😍吃蚕豆长大的鱼口感弹弹脆脆，里面还放了同样脆脆的黄瓜和木耳🥒藤椒麻麻的口感非常上瘾，一口接一口完全停不下来 🐔特色农家拌鸡 朋友点的 我对鸡肉还好，感觉少了点麻味，不过当凉菜开胃还可以 🍖梅菜扣肉 普通 🌽咸蛋黄焗玉米 好吃！！这个玉米的咸蛋黄金沙外壳沙沙脆脆的，里面的甜玉米粒还会爆汁！在我心里比肉菜还好吃 🥬手撕包菜 没想到一到素菜可以如此下饭！脆脆的包菜咸鲜辣味拉满，和香喷喷的大米饭简直是绝配 🍜巷子特色担担面 刚上桌的时候感觉少了些红油色泽还失望了一下下，没想到好料都藏在面下面，拌匀之后香气直冲天灵盖！！和在重庆吃的担担面一模一样！ 🌶️SzeChuan Alley成都巷子 🌍地址：3141 S Halsted St, Chicago, 店外全是街pa，而且就在芝加哥警察局对面👮越吃越有安全感哈哈哈 之前外卖点过几次感觉少了点店里吃的锅气，你们快去店里吃完来跟我说好不好吃！ ",12,#芝加哥川菜 #芝加哥周末 #芝加哥川菜 #芝加哥探店 #芝加哥中餐 #芝加哥聚餐 #周末去哪儿 #芝加哥川菜 #芝加哥生活,SzeChuan Alley,Chinese,1,3,nan,2024-12-27,31000,583,338,39,近期在芝加哥吃到最下饭的一顿川菜🌶️ - 小红书,,,long,0.03096774193548387,False,0.018806451612903227,0.010903225806451613,0.0012580645161290322,Friday,False,medium,0.024896265560165973
Hybrid,1,1,340,1,1,"朋友找到的这家泰餐，在Lincoln park，真的很好吃！ 📍 Mahanakhon Noodle Bar：2907 N Lincoln Ave, Chicago, IL 60657（p8） 我们两个人点了p1这些菜，除了这两杯饮品无一踩雷。 p2: Stewed beef hotpot: 好吃！小火锅里面有牛筋丸，牛筋，牛肉，豆芽，青菜。我是个特别喜欢吃牛筋的人，这次真的爽吃，炖的很软烂！ p3: Boat noodles: 很入味的汤料，完全没有奇怪的草药味。细米线打底（应该是米线吧？类似粉丝但是比粉丝白），里面也是有牛筋丸，牛筋，牛肉，豆芽，青菜，还有几粒炸猪皮。 p4: Ka Prow Moo：这个其实就是打抛饭，是有点辣的，也很入味很好吃。但是不能吃辣的小伙伴还是别点了。 p5: Kanom Tuay coconut milk custard：很香的椰子味甜点，有两层，上面一层像是薄薄的椰子冻，下面一层像是椰蓉做成的东西，我不知道咋形容。吃多了容易腻，适合多人share。 p6: 绿色的是Thai Iced Green Tea，粉色的是Sala flavored milk，都特别特别甜，报喝。 加上消费后人均消费$50 ",8,#美国生活 #evanston #chicago #芝加哥 #芝加哥生活 #芝加哥美食 #林肯公园 #芝加哥探店 #芝加哥吃喝玩乐,Mahanakhon Noodle Bar,Thailand,2,1,50,2024-10-27,1875,727,812,39,芝加哥这家泰餐真给我吃成巨人观了… - 小红书,50.0,medium,medium,0.8416,True,0.3877333333333333,0.43306666666666666,0.0208,Sunday,True,medium,0.023529411764705882
Hybrid,1,0,137,2,0,韩国朋友安利的这家韩餐诚不欺我[捂嘴笑R] 实在是又良心又用心 太顶了 肉食爱好者们 不枉费我们从普渡驱车快三个小时过来北郊吃 📍Jokbal Night Market Glenview 两个人点了个combo 猪蹄套餐和猪脊骨汤 还有飞鱼籽饭团🍙！ 小菜泡菜什么的一般般 根本吃不完 但是真的好吃 食材够好 量实在太大了啊 打包回家还能吃好几顿的量🤣 会再来的🫡,6,#我的美食电子亲人 #芝加哥 #韩餐,Jokbal Night Market Glenview,Korean,3,1,100/3,2025-11-07,5214,933,948,76,芝加哥韩国人不骗中国人🥹 - 小红书,33.333333333333336,medium,short,0.3753356348293057,False,0.17894131185270426,0.18181818181818182,0.01457614115841964,Friday,False,small,0.043795620437956206
Hybrid,1,0,166,2,0,比肯德基的好吃！比肯德基的好吃！ 比肯德基的好吃太多！ 在北美吃过不少蛋挞 网友推荐果真名不虚传 慕名远道而来 这是最合心意的一家蛋挞 其实我觉得他家东西都挺好吃的 好像是个越南店？我们还点了dumpling 意外好吃 很神奇的味道 不是传统水饺 更像是裹了虾饺皮的口感 尝了就知道了 通心粉里的牛肉末好香 油润油润的 咖啡也不马虎 点餐需要去前台结账。 最后吃的很满足 📍NoodleBird 人均：20,3,#芝加哥#芝加哥蛋挞#芝加哥美食#芝加哥餐厅#芝加哥咖啡厅#芝加哥甜品,NoodleBird,Vietnam,2,3,20,2025-02-22,369,438,479,28,来芝加哥必吃这个蛋挞👉🏻 - 小红书,20.0,low,short,2.5609756097560976,True,1.1869918699186992,1.2981029810298104,0.07588075880758807,Saturday,True,small,0.018072289156626505
